채용 제목,채용 링크,회사명,회사 링크,지역,경력,학력,고용형태,연봉,직무 분야,등록일,마감일
프론트 개발자 채용(6~8년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497937&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)날개물류,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXFVR0xXSGtsVXlpMTJhejUrd1NXUT09,경기전체,경력 6~8년,대졸↑,정규직,정보 없음,"웹개발, 프론트엔드, ECMAScript, Javascript, React",2024/11/29,2024/12/28
기술지원팀 엔지니어 팀원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494120&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,스콥정보통신(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=SGcya29WeU96M3liV3IySStoMEFoQT09,서울전체,경력 2~10년,초대졸↑,정규직,정보 없음,"보안컨설팅, 정보보안, CISO, SE(시스템엔지니어), 네트워크",2024/11/29,2024/12/27
S/W 엔지니어 (8~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498197&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,엠케이피(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bWNxeGxITVlPclFFVHFlcjVrUUkrZz09,경기전체,경력 8~10년,대졸↑,정규직,정보 없음,"웹개발, S/W, C#, C++, C언어",2024/11/29,2024/12/28
FW 엔지니어 (5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497913&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,엠케이피(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bWNxeGxITVlPclFFVHFlcjVrUUkrZz09,경기전체,경력 5~7년,대졸↑,정규직,정보 없음,"펌웨어, S/W, MFC, 펌웨어, S/W",2024/11/29,2024/12/28
[SK바이오팜] AI Scientist 경력 구성원 영입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494877&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,에스케이바이오팜(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=OGtOT1VRYW9OMUF3ekowcFYzaElydz09,경기 성남시,경력3년↑,석사↑,정규직,정보 없음,"딥러닝, 머신러닝, 빅데이터, 솔루션, AI(인공지능)",2024/11/29,2024/12/19
"개발리더(백엔드중심 경력 16~20년, Tax SaaS)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494217&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)혜움,https://www.saramin.co.kr/zf_user/company-info/view?csn=Ly9pWG9EQytPT2tyeklvUTVpVnhWUT09,서울전체,경력 16~20년,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, 프론트엔드, 인프라, AWS",2024/11/29,2024/12/28
FW 엔지니어 (8~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497906&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,엠케이피(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=bWNxeGxITVlPclFFVHFlcjVrUUkrZz09,경기전체,경력 8~10년,대졸↑,정규직,정보 없음,"펌웨어, S/W, MFC, 펌웨어, S/W",2024/11/29,2024/12/28
충방전기/SMPS/인버터/컨버터 제어기 및 알고리즘 설계(경력11~12년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494671&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)에이디티,https://www.saramin.co.kr/zf_user/company-info/view?csn=TDgxT2Q1VFdLemFJVklHaWkrdjFlUT09,경기전체,경력 11~12년,석사↑,정규직,정보 없음,"임베디드, H/W, C언어, 임베디드리눅스, H/W",2024/11/29,2024/12/28
데이터 분석가,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49495795&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)콜로세움코퍼레이션,https://www.saramin.co.kr/zf_user/company-info/view?csn=TGRKVTgwSEdnbkE1dENFNnBrazVXdz09,서울전체,경력 1~10년,학력무관,정규직,정보 없음,"데이터분석가, 백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어)",2024/11/29,2024/12/28
[파주] 백엔드 개발자(9~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497952&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)날개물류,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXFVR0xXSGtsVXlpMTJhejUrd1NXUT09,경기전체,경력 9~10년,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, DBA, 딥러닝, 머신러닝",2024/11/29,2024/12/28
Wi-Fi 소프트웨어 개발자 7~10년차 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498730&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,에이치원래디오(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=SW96c3NIa0ZTTkN3cjdqYm44dnlSZz09,경기전체,경력 7~10년,초대졸↑,정규직,정보 없음,"SE(시스템엔지니어), 네트워크, 임베디드, S/W, C언어",2024/11/29,2024/12/23
시스템 엔지니어 (SE) 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496553&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)에듀윌,https://www.saramin.co.kr/zf_user/company-info/view?csn=cWhTZllPOEpFYzBCZVJBTGluWmlxQT09,서울전체,경력 3~10년,학력무관,정규직,정보 없음,"웹개발, SE(시스템엔지니어), 인프라, 클라우드, DevOps",2024/11/29,2024/12/28
Software/Hardware개발연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496173&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,마키타엔지니어링코리아(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=ZnpxaU5yTCtsMkRMRTZ3QmJ1YWVaZz09,서울전체,경력,학력무관,정규직,정보 없음,"QA/테스터, SE(시스템엔지니어), 알고리즘, 임베디드, 펌웨어",2024/11/29,2024/12/11
하드웨어 개발자 (경력 5~9년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496801&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)브이씨,https://www.saramin.co.kr/zf_user/company-info/view?csn=WlI3T2llSng0Nk5VL3h0dDk0WW0vUT09,서울전체,경력 5~9년,초대졸↑,정규직,정보 없음,"임베디드, H/W, 임베디드리눅스, H/W, OrCAD",2024/11/29,2024/12/28
"SPM(서비스 PM)  경력 3년↑, 대리-과장급 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49493943&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)이씨에스텔레콤,https://www.saramin.co.kr/zf_user/company-info/view?csn=WUhzUEpNWDlUV1hLK2ViYllYN3VGQT09,서울전체,경력3년↑,대졸↑,정규직,정보 없음,"데이터분석가, 데이터엔지니어, 유지보수, SE(시스템엔지니어), 네트워크",2024/11/29,2024/12/28
FMS 설계 및 개발 소프트웨어 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498044&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)토르드라이브,https://www.saramin.co.kr/zf_user/company-info/view?csn=bkcvMzNoSmZoVjNrbjI4d3RTWURQQT09,서울전체,경력 3~10년,대졸↑,정규직,정보 없음,"웹개발, 프론트엔드, SE(시스템엔지니어), 인프라, DevOps",2024/11/29,2024/12/28
devops/시스템엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497517&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)이비즈테크,https://www.saramin.co.kr/zf_user/company-info/view?csn=NXI0R3JBK1RPVVhqTDNtZmJaRTJBUT09,서울전체,경력 3~20년,초대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, 정보보안, SE(시스템엔지니어), 인프라",2024/11/29,2024/12/28
[ESTsoft] 음성 인식(STT) 머신러닝 엔지니어 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496877&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)이스트소프트,https://www.saramin.co.kr/zf_user/company-info/view?csn=a0k0YklQejMwRmwwcDY3aGxMVWJNUT09,서울전체,경력 3~7년,학력무관,정규직,정보 없음,"데이터분석가, 웹개발, SE(시스템엔지니어), 딥러닝, 머신러닝",2024/11/29,2024/12/28
남성해운㈜ 2025년도 정규직 신입사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472269&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,남성해운(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=WEt1WmU5cDFMcXMxVU9CS29ZNjEvUT09,서울 중구,신입,대졸↑,정규직,정보 없음,"SE(시스템엔지니어), 클라우드, API, RPA, SAP",2024/11/26,2024/12/03
DevOps 담당 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49290862&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)키다리스튜디오,https://www.saramin.co.kr/zf_user/company-info/view?csn=amhwVm1sbHZkREhqY2JGdHprL0Ewdz09,서울 성동구,경력 6~10년,대졸↑,정규직,정보 없음,"DevOps, 정보보안, 네트워크, 인프라, 클라우드",2024/10/29,상시채용
DevOps 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498533&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)토르드라이브,https://www.saramin.co.kr/zf_user/company-info/view?csn=bkcvMzNoSmZoVjNrbjI4d3RTWURQQT09,서울전체,경력 3~10년,대졸↑,정규직,정보 없음,"웹개발, SE(시스템엔지니어), 인프라, DevOps, S/W",2024/11/29,2024/12/28
AI 보안검색시스템 하드웨어 설계(대리급) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494042&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)에스에스티랩,https://www.saramin.co.kr/zf_user/company-info/view?csn=NG9xbUR2amJwbW1qRnFhU3dXYWdQQT09,경기전체,경력 3~5년,대졸↑,정규직,정보 없음,"데이터분석가, 딥러닝, 머신러닝, 블록체인, 빅데이터",2024/11/29,2024/12/28
충방전기/SMPS/인버터/컨버터 제어기 및 알고리즘 설계(경력13~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494670&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)에이디티,https://www.saramin.co.kr/zf_user/company-info/view?csn=TDgxT2Q1VFdLemFJVklHaWkrdjFlUT09,경기전체,경력 13~15년,석사↑,정규직,정보 없음,"임베디드, H/W, C언어, 임베디드리눅스, H/W",2024/11/29,2024/12/28
AI Platform 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494318&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)씨메스,https://www.saramin.co.kr/zf_user/company-info/view?csn=cFlISDZaVGNsM2NWUnREV0RlNTlhQT09,서울전체,경력 2~10년,대졸↑,정규직,정보 없음,"데이터분석가, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), 딥러닝",2024/11/29,2024/12/28
전장설계 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498569&location=ts&searchType=search&paid_fl=n&search_uuid=51047c0c-de8f-4ff6-a6a1-8b2eec9a791b,(주)에이스웍스코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09,서울전체,신입·경력,초대졸↑,정규직,정보 없음,"임베디드, H/W, 임베디드리눅스, H/W, 전장설계",2024/11/29,2024/12/31
보안검색장비 소프트웨어 설계 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494034&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)에스에스티랩,https://www.saramin.co.kr/zf_user/company-info/view?csn=NG9xbUR2amJwbW1qRnFhU3dXYWdQQT09,경기전체,경력 1~2년,학력무관,정규직,정보 없음,"머신러닝, 알고리즘, S/W, C#, Matlab",2024/11/29,2024/12/28
펌웨어 개발자( 웨어러블 로봇 내부 전장 회로 소프트웨어 설계 및 개발)(경력 1-4년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498497&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)휴로틱스,https://www.saramin.co.kr/zf_user/company-info/view?csn=YVNrdUNONDNZOXZMZENNUkYwTG1GZz09,서울전체,경력 1~4년,초대졸↑,정규직,정보 없음,"임베디드, H/W, MCU, RTOS, S/W",2024/11/29,2024/12/28
SW개발 경력직(팀장급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498585&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)에이스웍스코리아,https://www.saramin.co.kr/zf_user/company-info/view?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09,서울전체,경력 10~15년,초대졸↑,정규직,정보 없음,"S/W, C#, C++, C언어, LabVIEW",2024/11/29,2024/12/31
IT admin 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498170&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)휴맥스네트웍스,https://www.saramin.co.kr/zf_user/company-info/view?csn=dU5US293YXdONmd2TUpBT29mcms5QT09,경기 성남시 분당구,신입,대졸↑,정규직,정보 없음,"기술지원, 백엔드/서버개발, 보안컨설팅, 웹개발, 유지보수",2024/11/29,2024/12/29
웹툰 플랫폼 백엔드 개발 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49290870&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)키다리스튜디오,https://www.saramin.co.kr/zf_user/company-info/view?csn=amhwVm1sbHZkREhqY2JGdHprL0Ewdz09,서울 성동구,경력 7~12년,대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, RDBMS, AWS, Java",2024/10/29,상시채용
Wi-Fi H/W제품 개발 경력직 채용 (5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498767&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,에이치원래디오(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=SW96c3NIa0ZTTkN3cjdqYm44dnlSZz09,경기전체,경력 5~7년,학력무관,정규직,정보 없음,"임베디드, H/W, 임베디드리눅스, H/W, 통신",2024/11/29,2024/12/28
충방전기/SMPS/인버터/컨버터 제어기 및 알고리즘 설계(경력15년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494679&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)에이디티,https://www.saramin.co.kr/zf_user/company-info/view?csn=TDgxT2Q1VFdLemFJVklHaWkrdjFlUT09,경기전체,경력 15~20년,석사↑,정규직,정보 없음,"임베디드, H/W, C언어, 임베디드리눅스, H/W",2024/11/29,2024/12/28
네트워크엔지니어 정규직 채용[신입],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49494595&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)엔에스씨시스템,https://www.saramin.co.kr/zf_user/company-info/view?csn=eDBaV25rU01jS21EOHp5M0Y5SytTdz09,서울전체,신입,초대졸↑,정규직,정보 없음,"기술지원, 데이터엔지니어, 정보보안, SE(시스템엔지니어), 네트워크",2024/11/29,2024/12/28
쿠프마케팅그룹 부문별 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452443&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)쿠프마케팅,https://www.saramin.co.kr/zf_user/company-info/view?csn=VnJPRHQzcmRvRW04WFNNV2gydVhJQT09,서울전체,신입·경력,학력무관,정규직·계약직,정보 없음,"백엔드/서버개발, 앱개발, 웹개발, 웹마스터, 유지보수",2024/11/22,2024/12/15
반도체 비전 S/W 개발 직군 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49492828&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)이노비즈,https://www.saramin.co.kr/zf_user/company-info/view?csn=VktZdEh1cXdnQUdCMThNbkNZTkk0UT09,경기 시흥시,경력,초대졸↑,정규직,정보 없음,"머신러닝, 영상처리, 컴퓨터비전, S/W, C#",2024/11/29,2024/12/28
[서울랜드] 신사업(BLOOM I.N.G) 서비스 콘텐츠기획 담당자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49489733&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)엠제이플렉스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Rjg0SThJcldINm9CQTJVUXVOcjlDUT09,서울전체,경력무관,학력무관,파견직,정보 없음,"웹개발, 프로모션기획, SNS, 마케팅기획, SNS마케팅",2024/11/28,2024/12/28
각 부문 경력사원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49459954&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)미래엔,https://www.saramin.co.kr/zf_user/company-info/view?csn=bFJlQ1JodnpUbnRreHBMV2VxK08rZz09,서울전체,경력,대졸↑,정규직,정보 없음,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 유지보수, 방화벽",2024/11/27,2024/12/01
[서울랜드/경력직] 신사업 'BLOOM' 콘텐츠 기획 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490260&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)엠제이플렉스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Rjg0SThJcldINm9CQTJVUXVOcjlDUT09,서울 강남구,경력 5~10년,학력무관,정규직,"10,000 만원","웹개발, 프로모션기획, SNS, 마케팅기획, SNS마케팅",2024/11/28,2024/12/28
금융시장의 미래를 설계하는 데이터로드  경력 개발자모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475441&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)데이터로드,https://www.saramin.co.kr/zf_user/company-info/view?csn=ZXkvelRydzZGWEVkWlcvVGMyUTJPdz09,서울 영등포구,경력 2~5년,대졸↑,정규직,정보 없음,"앱개발, 웹개발, DBMS, RDBMS, S/W",2024/11/27,2024/12/09
백엔드 서버 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452619&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)아이피샵,https://www.saramin.co.kr/zf_user/company-info/view?csn=dFZnOHcxTmJ2Y0VaaHpJZlBEY3dwQT09,서울전체,경력 3~10년,학력무관,정규직,정보 없음,"백엔드/서버개발, 웹개발, DBA, Java, JSP",2024/11/22,2024/12/28
프론트엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452621&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)아이피샵,https://www.saramin.co.kr/zf_user/company-info/view?csn=dFZnOHcxTmJ2Y0VaaHpJZlBEY3dwQT09,서울전체,경력 2~4년,학력무관,정규직,정보 없음,"웹개발, 프론트엔드, ECMAScript, Javascript, PHP",2024/11/22,2024/12/28
IT 신입/경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49482190&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,코리아후드써비스(주),https://www.saramin.co.kr/zf_user/company-info/view?csn=MjVyeWFZdGd1aEJQTGM3cFRVNU50dz09,경기전체,신입·경력,대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, 웹마스터, 정보보안, SE(시스템엔지니어)",2024/11/28,2024/12/07
BE(IoT) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49479265&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)럭스로보,https://www.saramin.co.kr/zf_user/company-info/view?csn=dXJUdkZWMm1IYnZ1ejFleWQxbkpSQT09,서울전체,경력 3~12년,대졸↑,정규직,정보 없음,"백엔드/서버개발, 웹개발, 프론트엔드, SE(시스템엔지니어), 인프라",2024/11/27,2024/12/28
프론트엔드 개발자 채용(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486861&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)프리핀스,https://www.saramin.co.kr/zf_user/company-info/view?csn=MEhiNWR4Zmx1SkFyUFp1ZDh4ck95dz09,서울전체,경력 5~10년,초대졸↑,정규직,정보 없음,"백엔드/서버개발, 앱개발, 웹개발, 프론트엔드, 인프라",2024/11/28,2024/12/28
[AI디지털플랫폼팀]웹 어플리케이션 프론트엔드 개발자(5년이상) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49484013&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)이노룰스,https://www.saramin.co.kr/zf_user/company-info/view?csn=aGlGcmVuajJsM0FudlFCL3QwWExTdz09,서울전체,경력 5~15년,학력무관,정규직,정보 없음,"웹개발, 퍼블리셔, 프론트엔드, 반응형웹, 웹표준·웹접근성",2024/11/27,2024/12/28
[종근당 계열사] 전산실 SAP SD 운영 신입 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474451&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)벨아이앤에스,https://www.saramin.co.kr/zf_user/company-info/view?csn=VVJNaXVCcE5WSHcwNWg3Y3BIdE1EQT09,서울전체,신입·경력,대졸↑,정규직,정보 없음,"기술지원, SAP, ABAP, SQL, SI·시스템통합",2024/11/26,2024/12/28
토큰증권 서비스 프론트엔드 개발(미들급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486568&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)블록체인글로벌,https://www.saramin.co.kr/zf_user/company-info/view?csn=dGxXY1FVeGhrUmxTVzgwNWZDMEl4QT09,서울전체,경력 4~5년,초대졸↑,정규직,정보 없음,"웹개발, 프론트엔드, ECMAScript, Git, Javascript",2024/11/28,2024/12/28
[종근당 계열사] 전산실 SAP SD 운영 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49474448&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)벨아이앤에스,https://www.saramin.co.kr/zf_user/company-info/view?csn=VVJNaXVCcE5WSHcwNWg3Y3BIdE1EQT09,서울전체,경력 3~10년,대졸↑,정규직,정보 없음,"기술지원, SAP, ABAP, SQL, SI·시스템통합",2024/11/26,2024/12/28
프론트엔드 개발자(5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49479425&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)리버티랩스,https://www.saramin.co.kr/zf_user/company-info/view?csn=Vk5HTFI5b3VMOXJpcXJUSDlsREhhUT09,서울전체,경력 5~10년,학력무관,정규직,정보 없음,"웹개발, 퍼블리셔, 프론트엔드, 반응형웹, 웹표준·웹접근성",2024/11/27,2024/12/28
AI 기반 콜센터 솔루션 컨설팅/마케팅 및 시스템/네트워크 엔지니어 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49386926&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)유니씨앤,https://www.saramin.co.kr/zf_user/company-info/view?csn=SktPQnNSYXpQUmFDdWt0Z0hRUjBoQT09,서울 서초구,신입·경력,학력무관,정규직,정보 없음,"백엔드/서버개발, 유지보수, SE(시스템엔지니어), 네트워크, 솔루션",2024/11/15,2024/12/03
프론트엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452754&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)플래티어,https://www.saramin.co.kr/zf_user/company-info/view?csn=VzVFbTJrUWZsRzJyZ0NmRTF3bkpKQT09,서울전체,경력 5~15년,학력무관,정규직,정보 없음,"웹개발, 프론트엔드, ECMAScript, Javascript, RestAPI",2024/11/22,2024/12/28
반도체 비전 S/W 개발 직군 경력 3년이상 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49492852&location=ts&searchType=search&paid_fl=n&search_uuid=ec784cc3-f30a-4d6d-a205-82486b11fb11,(주)이노비즈,https://www.saramin.co.kr/zf_user/company-info/view?csn=VktZdEh1cXdnQUdCMThNbkNZTkk0UT09,경기 시흥시,경력,초대졸↑,정규직,정보 없음,"머신러닝, 영상처리, 컴퓨터비전, S/W, C#",2024/11/29,2024/12/28
